id_signal,timestamp,value
wind,1470391200.0,194
humidity,1470391200.0,45
presure,1470477600.0,1182
visibility,1470477600.0,8
temperature,1470477600.0,-39
wind,1470477600.0,135
humidity,1470477600.0,90
presure,1470564000.0,1106
visibility,1470564000.0,6
temperature,1470564000.0,-49
wind,1470564000.0,105
humidity,1470564000.0,27
presure,1470650400.0,939
visibility,1470650400.0,3
temperature,1470650400.0,-7
wind,1470650400.0,67
humidity,1470650400.0,79
presure,1470736800.0,971
visibility,1470736800.0,10
temperature,1470736800.0,48
wind,1470736800.0,13
humidity,1470736800.0,6
presure,1470823200.0,1055
visibility,1470823200.0,4
temperature,1470823200.0,-5
wind,1470823200.0,19
humidity,1470823200.0,46
presure,1470909600.0,1019
visibility,1470909600.0,10
temperature,1470909600.0,-18
wind,1470909600.0,6
humidity,1470909600.0,45
presure,1470996000.0,959
visibility,1470996000.0,18
temperature,1470996000.0,35
wind,1470996000.0,168
humidity,1470996000.0,33
presure,1471082400.0,1091
visibility,1471082400.0,8
temperature,1471082400.0,17
wind,1471082400.0,116
humidity,1471082400.0,66
presure,1471168800.0,1063
visibility,1471168800.0,5
temperature,1471168800.0,33
wind,1471168800.0,48
humidity,1471168800.0,11
presure,1471255200.0,1120
visibility,1471255200.0,12
temperature,1471255200.0,35
wind,1471255200.0,96
humidity,1471255200.0,21
presure,1471341600.0,960
visibility,1471341600.0,13
temperature,1471341600.0,2
wind,1471341600.0,137
humidity,1471341600.0,90
presure,1471428000.0,1110
visibility,1471428000.0,4
temperature,1471428000.0,-2
wind,1471428000.0,161
humidity,1471428000.0,87
presure,1471514400.0,928
visibility,1471514400.0,13
temperature,1471514400.0,-4
wind,1471514400.0,6
humidity,1471514400.0,49
presure,1471600800.0,1011
visibility,1471600800.0,12
temperature,1471600800.0,44
wind,1471600800.0,170
humidity,1471600800.0,93
presure,1471687200.0,1025
visibility,1471687200.0,8
temperature,1471687200.0,-28
wind,1471687200.0,139
humidity,1471687200.0,79
presure,1471773600.0,954
visibility,1471773600.0,13
temperature,1471773600.0,29
wind,1471773600.0,14
humidity,1471773600.0,41
presure,1471860000.0,1135
visibility,1471860000.0,17
temperature,1471860000.0,36
wind,1471860000.0,125
humidity,1471860000.0,17
presure,1471946400.0,1191
visibility,1471946400.0,6
temperature,1471946400.0,-24
wind,1471946400.0,42
humidity,1471946400.0,87
presure,1472032800.0,921
visibility,1472032800.0,6
temperature,1472032800.0,-38
wind,1472032800.0,95
humidity,1472032800.0,25
presure,1472119200.0,1049
visibility,1472119200.0,10
temperature,1472119200.0,-19
wind,1472119200.0,10
humidity,1472119200.0,53
presure,1472205600.0,969
visibility,1472205600.0,8
temperature,1472205600.0,14
wind,1472205600.0,146
humidity,1472205600.0,82
presure,1472292000.0,1148
visibility,1472292000.0,18
temperature,1472292000.0,-30
wind,1472292000.0,142
humidity,1472292000.0,28
presure,1472378400.0,1025
visibility,1472378400.0,8
temperature,1472378400.0,42
wind,1472378400.0,38
humidity,1472378400.0,2
presure,1472464800.0,935
visibility,1472464800.0,19
temperature,1472464800.0,8
wind,1472464800.0,183
humidity,1472464800.0,85
presure,1472551200.0,1168
visibility,1472551200.0,17
temperature,1472551200.0,-4
wind,1472551200.0,57
humidity,1472551200.0,54
presure,1472637600.0,1172
visibility,1472637600.0,13
temperature,1472637600.0,2
wind,1472637600.0,166
humidity,1472637600.0,29
presure,1472724000.0,991
visibility,1472724000.0,6
temperature,1472724000.0,-15
wind,1472724000.0,66
humidity,1472724000.0,37
presure,1472810400.0,1169
visibility,1472810400.0,5
temperature,1472810400.0,-44
wind,1472810400.0,36
humidity,1472810400.0,80
presure,1472896800.0,914
visibility,1472896800.0,10
temperature,1472896800.0,-22
wind,1472896800.0,199
humidity,1472896800.0,2
presure,1472983200.0,959
visibility,1472983200.0,17
temperature,1472983200.0,6
wind,1472983200.0,6
humidity,1472983200.0,20
presure,1473069600.0,1139
visibility,1473069600.0,15
temperature,1473069600.0,-18
wind,1473069600.0,185
humidity,1473069600.0,26
presure,1473156000.0,942
visibility,1473156000.0,15
temperature,1473156000.0,39
wind,1473156000.0,80
humidity,1473156000.0,73
presure,1473242400.0,1130
visibility,1473242400.0,9
temperature,1473242400.0,-42
wind,1473242400.0,101
humidity,1473242400.0,82
presure,1473328800.0,935
visibility,1473328800.0,17
temperature,1473328800.0,-24
wind,1473328800.0,177
humidity,1473328800.0,6
presure,1473415200.0,1010
visibility,1473415200.0,14
temperature,1473415200.0,-6
wind,1473415200.0,178
humidity,1473415200.0,0
presure,1473501600.0,1173
visibility,1473501600.0,6
temperature,1473501600.0,30
wind,1473501600.0,15
humidity,1473501600.0,23
presure,1473588000.0,1088
visibility,1473588000.0,15
temperature,1473588000.0,11
wind,1473588000.0,136
humidity,1473588000.0,28
presure,1473674400.0,960
visibility,1473674400.0,9
temperature,1473674400.0,46
wind,1473674400.0,56
humidity,1473674400.0,17
presure,1473760800.0,1124
visibility,1473760800.0,11
temperature,1473760800.0,-12
wind,1473760800.0,38
humidity,1473760800.0,82
presure,1473847200.0,968
visibility,1473847200.0,11
temperature,1473847200.0,-19
wind,1473847200.0,183
humidity,1473847200.0,53
presure,1473933600.0,926
visibility,1473933600.0,3
temperature,1473933600.0,28
wind,1473933600.0,54
humidity,1473933600.0,46
presure,1474020000.0,961
visibility,1474020000.0,9
temperature,1474020000.0,28
wind,1474020000.0,162
humidity,1474020000.0,48
presure,1474106400.0,1081
visibility,1474106400.0,8
temperature,1474106400.0,16
wind,1474106400.0,136
humidity,1474106400.0,74
presure,1474192800.0,1184
visibility,1474192800.0,13
temperature,1474192800.0,-8
wind,1474192800.0,112
humidity,1474192800.0,2
presure,1474279200.0,936
visibility,1474279200.0,8
temperature,1474279200.0,17
wind,1474279200.0,76
humidity,1474279200.0,99
presure,1474365600.0,901
visibility,1474365600.0,19
temperature,1474365600.0,33
wind,1474365600.0,4
humidity,1474365600.0,62
presure,1474452000.0,1152
visibility,1474452000.0,11
temperature,1474452000.0,5
wind,1474452000.0,158
humidity,1474452000.0,67
presure,1474538400.0,1127
visibility,1474538400.0,6
temperature,1474538400.0,17
wind,1474538400.0,84
humidity,1474538400.0,40
presure,1474624800.0,914
visibility,1474624800.0,4
temperature,1474624800.0,15
wind,1474624800.0,78
humidity,1474624800.0,52
presure,1474711200.0,1093
visibility,1474711200.0,17
temperature,1474711200.0,28
wind,1474711200.0,62
humidity,1474711200.0,82
presure,1474797600.0,1107
visibility,1474797600.0,15
temperature,1474797600.0,-48
wind,1474797600.0,152
humidity,1474797600.0,60
presure,1474884000.0,1112
visibility,1474884000.0,14
temperature,1474884000.0,48
wind,1474884000.0,87
humidity,1474884000.0,7
presure,1474970400.0,1112
visibility,1474970400.0,12
temperature,1474970400.0,-5
wind,1474970400.0,97
humidity,1474970400.0,51
presure,1475056800.0,1055
visibility,1475056800.0,2
temperature,1475056800.0,35
wind,1475056800.0,180
humidity,1475056800.0,24
presure,1475143200.0,1091
visibility,1475143200.0,15
temperature,1475143200.0,-32
wind,1475143200.0,144
humidity,1475143200.0,38
presure,1475229600.0,1022
visibility,1475229600.0,18
temperature,1475229600.0,-41
wind,1475229600.0,153
humidity,1475229600.0,44
presure,1475316000.0,928
visibility,1475316000.0,6
temperature,1475316000.0,11
wind,1475316000.0,44
humidity,1475316000.0,32
presure,1475402400.0,926
visibility,1475402400.0,7
temperature,1475402400.0,-42
wind,1475402400.0,177
humidity,1475402400.0,57
presure,1475488800.0,949
visibility,1475488800.0,4
temperature,1475488800.0,4
wind,1475488800.0,183
humidity,1475488800.0,82
presure,1475575200.0,981
visibility,1475575200.0,2
temperature,1475575200.0,4
wind,1475575200.0,132
humidity,1475575200.0,21
presure,1475661600.0,942
visibility,1475661600.0,9
temperature,1475661600.0,27
wind,1475661600.0,93
humidity,1475661600.0,95
presure,1475748000.0,904
visibility,1475748000.0,8
temperature,1475748000.0,-40
wind,1475748000.0,158
humidity,1475748000.0,17
presure,1475834400.0,934
visibility,1475834400.0,1
temperature,1475834400.0,-2
wind,1475834400.0,125
humidity,1475834400.0,74
presure,1475920800.0,1154
visibility,1475920800.0,4
temperature,1475920800.0,14
wind,1475920800.0,151
humidity,1475920800.0,4
presure,1476007200.0,1143
visibility,1476007200.0,3
temperature,1476007200.0,-39
wind,1476007200.0,147
humidity,1476007200.0,71
presure,1476093600.0,1064
visibility,1476093600.0,10
temperature,1476093600.0,4
wind,1476093600.0,41
humidity,1476093600.0,95
presure,1476180000.0,1165
visibility,1476180000.0,9
temperature,1476180000.0,-9
wind,1476180000.0,152
humidity,1476180000.0,35
presure,1476266400.0,1053
visibility,1476266400.0,9
temperature,1476266400.0,-37
wind,1476266400.0,71
humidity,1476266400.0,52
presure,1476352800.0,1111
visibility,1476352800.0,12
temperature,1476352800.0,-8
wind,1476352800.0,63
humidity,1476352800.0,14
presure,1476439200.0,1137
visibility,1476439200.0,12
temperature,1476439200.0,-50
wind,1476439200.0,110
humidity,1476439200.0,85
presure,1476525600.0,1171
visibility,1476525600.0,7
temperature,1476525600.0,-1
wind,1476525600.0,185
humidity,1476525600.0,7
presure,1476612000.0,943
visibility,1476612000.0,18
temperature,1476612000.0,17
wind,1476612000.0,194
humidity,1476612000.0,59
presure,1476698400.0,1148
visibility,1476698400.0,8
temperature,1476698400.0,-48
wind,1476698400.0,35
humidity,1476698400.0,75
presure,1476784800.0,1138
visibility,1476784800.0,0
temperature,1476784800.0,-28
wind,1476784800.0,17
humidity,1476784800.0,75
presure,1476871200.0,1119
visibility,1476871200.0,11
temperature,1476871200.0,-47
wind,1476871200.0,124
humidity,1476871200.0,46
presure,1476957600.0,934
visibility,1476957600.0,13
temperature,1476957600.0,-18
wind,1476957600.0,145
humidity,1476957600.0,60
presure,1477044000.0,1150
visibility,1477044000.0,12
temperature,1477044000.0,-4
wind,1477044000.0,3
humidity,1477044000.0,85
presure,1477130400.0,1107
visibility,1477130400.0,14
temperature,1477130400.0,-19
wind,1477130400.0,174
humidity,1477130400.0,79
presure,1477216800.0,1149
visibility,1477216800.0,8
temperature,1477216800.0,40
wind,1477216800.0,189
humidity,1477216800.0,83
presure,1477303200.0,1150
visibility,1477303200.0,3
temperature,1477303200.0,0
wind,1477303200.0,164
humidity,1477303200.0,49
presure,1477389600.0,1054
visibility,1477389600.0,0
temperature,1477389600.0,-10
wind,1477389600.0,179
humidity,1477389600.0,54
presure,1477476000.0,1158
visibility,1477476000.0,8
temperature,1477476000.0,-34
wind,1477476000.0,48
humidity,1477476000.0,89
presure,1477562400.0,1008
visibility,1477562400.0,8
temperature,1477562400.0,-24
wind,1477562400.0,52
humidity,1477562400.0,3
presure,1477648800.0,1020
visibility,1477648800.0,3
temperature,1477648800.0,-42
wind,1477648800.0,23
humidity,1477648800.0,72
presure,1477735200.0,1017
visibility,1477735200.0,8
temperature,1477735200.0,-45
wind,1477735200.0,53
humidity,1477735200.0,71
presure,1477821600.0,1023
visibility,1477821600.0,0
temperature,1477821600.0,42
wind,1477821600.0,126
humidity,1477821600.0,68
presure,1477908000.0,987
visibility,1477908000.0,12
temperature,1477908000.0,-49
wind,1477908000.0,165
humidity,1477908000.0,76
presure,1477994400.0,902
visibility,1477994400.0,11
temperature,1477994400.0,17
wind,1477994400.0,25
humidity,1477994400.0,28
presure,1478080800.0,1095
visibility,1478080800.0,18
temperature,1478080800.0,47
wind,1478080800.0,197
humidity,1478080800.0,43
presure,1478167200.0,1095
visibility,1478167200.0,10
temperature,1478167200.0,-6
wind,1478167200.0,37
humidity,1478167200.0,5
presure,1478253600.0,1049
visibility,1478253600.0,2
temperature,1478253600.0,1
wind,1478253600.0,113
humidity,1478253600.0,73
presure,1478340000.0,993
visibility,1478340000.0,5
temperature,1478340000.0,-29
wind,1478340000.0,84
humidity,1478340000.0,17
presure,1478426400.0,1014
visibility,1478426400.0,18
temperature,1478426400.0,-1
wind,1478426400.0,36
humidity,1478426400.0,56
presure,1478512800.0,1007
visibility,1478512800.0,13
temperature,1478512800.0,-1
wind,1478512800.0,101
humidity,1478512800.0,67
presure,1478599200.0,988
visibility,1478599200.0,1
temperature,1478599200.0,13
wind,1478599200.0,30
humidity,1478599200.0,33
presure,1478685600.0,1191
visibility,1478685600.0,0
temperature,1478685600.0,-17
wind,1478685600.0,25
humidity,1478685600.0,45
presure,1478772000.0,1104
visibility,1478772000.0,3
temperature,1478772000.0,-35
wind,1478772000.0,152
humidity,1478772000.0,17
presure,1478858400.0,1003
visibility,1478858400.0,2
temperature,1478858400.0,-36
wind,1478858400.0,43
humidity,1478858400.0,96
presure,1478944800.0,1024
visibility,1478944800.0,5
temperature,1478944800.0,-36
wind,1478944800.0,29
humidity,1478944800.0,76
presure,1479031200.0,1014
visibility,1479031200.0,18
temperature,1479031200.0,-11
wind,1479031200.0,144
humidity,1479031200.0,11
presure,1479117600.0,1189
visibility,1479117600.0,11
temperature,1479117600.0,21
wind,1479117600.0,48
humidity,1479117600.0,42
presure,1479204000.0,1061
visibility,1479204000.0,15
temperature,1479204000.0,31
wind,1479204000.0,199
humidity,1479204000.0,80
presure,1479290400.0,1003
visibility,1479290400.0,1
temperature,1479290400.0,40
wind,1479290400.0,41
humidity,1479290400.0,88
presure,1479376800.0,1077
visibility,1479376800.0,8
temperature,1479376800.0,-48
wind,1479376800.0,156
humidity,1479376800.0,90
presure,1479463200.0,988
visibility,1479463200.0,18
temperature,1479463200.0,-3
wind,1479463200.0,144
humidity,1479463200.0,60
presure,1479549600.0,1076
visibility,1479549600.0,14
temperature,1479549600.0,-15
wind,1479549600.0,27
humidity,1479549600.0,77
presure,1479636000.0,1116
visibility,1479636000.0,16
temperature,1479636000.0,38
wind,1479636000.0,58
humidity,1479636000.0,18
presure,1479722400.0,1015
visibility,1479722400.0,3
temperature,1479722400.0,12
wind,1479722400.0,171
humidity,1479722400.0,75
presure,1479808800.0,1076
visibility,1479808800.0,13
temperature,1479808800.0,-25
wind,1479808800.0,109
humidity,1479808800.0,55
presure,1479895200.0,1197
visibility,1479895200.0,3
temperature,1479895200.0,44
wind,1479895200.0,1
humidity,1479895200.0,8
presure,1479981600.0,1072
visibility,1479981600.0,18
temperature,1479981600.0,37
wind,1479981600.0,33
humidity,1479981600.0,0
presure,1480068000.0,1010
visibility,1480068000.0,3
temperature,1480068000.0,15
wind,1480068000.0,163
humidity,1480068000.0,4
presure,1480154400.0,1062
visibility,1480154400.0,16
temperature,1480154400.0,-32
wind,1480154400.0,147
humidity,1480154400.0,13
presure,1480240800.0,1074
visibility,1480240800.0,17
temperature,1480240800.0,34
wind,1480240800.0,192
humidity,1480240800.0,3
presure,1480327200.0,906
visibility,1480327200.0,18
temperature,1480327200.0,-38
wind,1480327200.0,52
humidity,1480327200.0,100
presure,1480413600.0,966
visibility,1480413600.0,10
temperature,1480413600.0,-11
wind,1480413600.0,197
humidity,1480413600.0,72
presure,1480500000.0,1058
visibility,1480500000.0,3
temperature,1480500000.0,18
wind,1480500000.0,130
humidity,1480500000.0,67
presure,1480586400.0,901
visibility,1480586400.0,1
temperature,1480586400.0,20
wind,1480586400.0,24
humidity,1480586400.0,42
presure,1480672800.0,1111
visibility,1480672800.0,19
temperature,1480672800.0,1
wind,1480672800.0,167
humidity,1480672800.0,40
presure,1480759200.0,1083
visibility,1480759200.0,8
temperature,1480759200.0,-11
wind,1480759200.0,197
humidity,1480759200.0,67
presure,1480845600.0,1122
visibility,1480845600.0,13
temperature,1480845600.0,27
wind,1480845600.0,106
humidity,1480845600.0,62
presure,1480932000.0,936
visibility,1480932000.0,14
temperature,1480932000.0,-23
wind,1480932000.0,118
humidity,1480932000.0,12
presure,1481018400.0,1151
visibility,1481018400.0,12
temperature,1481018400.0,-50
wind,1481018400.0,72
humidity,1481018400.0,89
presure,1481104800.0,910
visibility,1481104800.0,17
temperature,1481104800.0,7
wind,1481104800.0,14
humidity,1481104800.0,88
presure,1481191200.0,1152
visibility,1481191200.0,8
temperature,1481191200.0,-44
wind,1481191200.0,152
humidity,1481191200.0,57
presure,1481277600.0,934
visibility,1481277600.0,9
temperature,1481277600.0,-24
wind,1481277600.0,134
humidity,1481277600.0,71
presure,1481364000.0,979
visibility,1481364000.0,7
temperature,1481364000.0,43
wind,1481364000.0,197
humidity,1481364000.0,19
presure,1481450400.0,1144
visibility,1481450400.0,14
temperature,1481450400.0,24
wind,1481450400.0,51
humidity,1481450400.0,57
presure,1481536800.0,919
visibility,1481536800.0,0
temperature,1481536800.0,38
wind,1481536800.0,59
humidity,1481536800.0,90
presure,1481623200.0,1141
visibility,1481623200.0,3
temperature,1481623200.0,-22
wind,1481623200.0,138
humidity,1481623200.0,35
presure,1481709600.0,913
visibility,1481709600.0,12
temperature,1481709600.0,6
wind,1481709600.0,164
humidity,1481709600.0,98
presure,1481796000.0,954
visibility,1481796000.0,13
temperature,1481796000.0,31
wind,1481796000.0,41
humidity,1481796000.0,78
presure,1481882400.0,1017
visibility,1481882400.0,2
temperature,1481882400.0,-4
wind,1481882400.0,91
humidity,1481882400.0,25
presure,1481968800.0,1083
visibility,1481968800.0,9
temperature,1481968800.0,27
wind,1481968800.0,100
humidity,1481968800.0,43
presure,1482055200.0,1105
visibility,1482055200.0,2
temperature,1482055200.0,-26
wind,1482055200.0,83
humidity,1482055200.0,53
presure,1482141600.0,1198
visibility,1482141600.0,3
temperature,1482141600.0,-8
wind,1482141600.0,100
humidity,1482141600.0,66
presure,1482228000.0,1037
visibility,1482228000.0,7
temperature,1482228000.0,32
wind,1482228000.0,78
humidity,1482228000.0,76
presure,1482314400.0,1080
visibility,1482314400.0,11
temperature,1482314400.0,7
wind,1482314400.0,26
humidity,1482314400.0,21
presure,1482400800.0,1143
visibility,1482400800.0,12
temperature,1482400800.0,-19
wind,1482400800.0,191
humidity,1482400800.0,65
presure,1482487200.0,1092
visibility,1482487200.0,9
temperature,1482487200.0,43
wind,1482487200.0,153
humidity,1482487200.0,47
presure,1482573600.0,1032
visibility,1482573600.0,5
temperature,1482573600.0,11
wind,1482573600.0,66
humidity,1482573600.0,90
presure,1482660000.0,966
visibility,1482660000.0,15
temperature,1482660000.0,-44
wind,1482660000.0,12
humidity,1482660000.0,70
presure,1482746400.0,971
visibility,1482746400.0,8
temperature,1482746400.0,31
wind,1482746400.0,11
humidity,1482746400.0,96
presure,1482832800.0,934
visibility,1482832800.0,12
temperature,1482832800.0,28
wind,1482832800.0,178
humidity,1482832800.0,18
presure,1482919200.0,967
visibility,1482919200.0,10
temperature,1482919200.0,18
wind,1482919200.0,195
humidity,1482919200.0,60
presure,1483005600.0,1004
visibility,1483005600.0,11
temperature,1483005600.0,-44
wind,1483005600.0,1
humidity,1483005600.0,70
presure,1483092000.0,1138
visibility,1483092000.0,13
temperature,1483092000.0,-47
wind,1483092000.0,90
humidity,1483092000.0,94
